Source,Target,Relation_Type
Q1034654,Q334204,P361-P527
Q941127,Q19900,P112-P108
Q941127,Q19900,P127-P108
Q941127,Q19900,P169-P108
Q1034654,Q380,P361-P527
Q1034654,Q380,P361-P527
Q941127,Q380,P361-P527
Q941127,Q380,P361-P527
Q941127,Q312,P31-P5869
Q941127,Q2283,P361-P527
Q941127,Q2283,P463-P527
Q1034654,Q312,P31-P5869
Q967868,Q380,P361-P527
Q967868,Q380,P361-P527
Q967868,Q2283,P361-P527
Q1034654,Q2283,P361-P527
Q1113804,Q11463,P361-P527
Q1089060,Q338825,P361-P527
Q1066028,Q338825,P361-P527
Q1113804,Q338825,P361-P527
Q1159256,Q663596,P127-P1830
Q1159256,Q338825,P361-P527
Q1197548,Q338825,P361-P527
Q1159256,Q467752,P127-P1830
Q1113804,Q544847,P361-P527
Q1159256,Q248,P127-P1830
Q1113804,Q7414,P361-P527
Q1066028,Q7414,P361-P527
Q1113804,Q334800,P361-P527
Q1089060,Q7414,P361-P527
Q1159256,Q219508,P127-P1830
Q1159256,Q7414,P361-P527
Q1159256,Q7414,P127-P1830
Q1197548,Q7414,P361-P527
Q1197548,Q38076,P361-P527
Q1197548,Q38076,P31-P5869
Q1113804,Q38076,P31-P5869
Q1113804,Q38076,P361-P527
Q1159256,Q38076,P361-P527
Q1066028,Q38076,P361-P527
Q1066028,Q38076,P31-P5869
Q1159256,Q334800,P127-P1830
Q1089060,Q38076,P361-P527
Q1089060,Q38076,P31-P5869
Q1159256,Q194360,P127-P1830
Q1066028,Q334204,P361-P527
Q1113804,Q334204,P361-P527
Q1089060,Q334204,P361-P527
Q1197548,Q334204,P361-P527
Q1159256,Q334204,P361-P527
Q1113804,Q173395,P361-P527
Q1159256,Q3295867,P127-P1830
Q1159256,Q37156,P127-P1830
Q1159256,Q744149,P127-P1830
Q1113804,Q3511885,P361-P527
Q1113804,Q54173,P355-P112
Q1159256,Q212405,P127-P1830
Q1113804,Q715583,P361-P527
Q1159256,Q907311,P127-P1830
Q1159256,Q333718,P127-P1830
Q1159256,Q156238,P127-P1830
Q1159256,Q192314,P127-P1830
Q1113804,Q20800404,P361-P527
Q1113804,Q478214,P361-P527
Q1159256,Q19900,P127-P1830
Q1159256,Q20800404,P127-P1830
Q1159256,Q380,P361-P527
Q1159256,Q380,P361-P527
Q1113804,Q312,P31-P5869
Q1197548,Q380,P361-P527
Q1066028,Q380,P361-P527
Q1066028,Q380,P361-P527
Q1113804,Q3884,P361-P527
Q1113804,Q555925,P361-P527
Q1113804,Q312,P361-P527
Q1089060,Q380,P361-P527
Q1159256,Q3884,P127-P1830
Q1113804,Q2283,P361-P527
Q1113804,Q2283,P361-P527
Q1089060,Q312,P31-P5869
Q1113804,Q380,P361-P527
Q1113804,Q380,P361-P527
Q1113804,Q380,P361-P527
Q1066028,Q2283,P361-P527
Q1197548,Q312,P31-P5869
Q1159256,Q312,P127-P1830
Q1159256,Q182477,P127-P1830
Q1113804,Q182477,P361-P527
Q1066028,Q312,P31-P5869
Q1089060,Q2283,P361-P527
Q1159256,Q2283,P361-P527
Q1159256,Q2283,P127-P1830
Q1197548,Q2283,P361-P527
Q1285819,Q338825,P361-P527
Q1342041,Q338825,P361-P527
Q1318848,Q338825,P361-P527
Q1373493,Q338825,P361-P527
Q1318848,Q7414,P361-P527
Q1342041,Q7414,P361-P527
Q1285819,Q7414,P361-P527
Q1342041,Q38076,P361-P527
Q1373493,Q7414,P361-P527
Q1285819,Q38076,P31-P5869
Q1285819,Q38076,P361-P527
Q1318848,Q38076,P31-P5869
Q1342041,Q38076,P31-P5869
Q1318848,Q38076,P361-P527
Q1373493,Q38076,P361-P527
Q1318848,Q334204,P361-P527
Q1285819,Q334204,P361-P527
Q1342041,Q334204,P361-P527
Q1373493,Q334204,P361-P527
Q1197548,Q37156,P463-P527
Q1197548,Q37156,P463-P112
Q1318848,Q37156,P463-P527
Q1318848,Q212405,P112-P108
Q1318848,Q907311,P463-P112
Q1285819,Q380,P361-P527
Q1318848,Q3884,P463-P112
Q1342041,Q312,P31-P5869
Q1318848,Q380,P361-P527
Q1318848,Q380,P361-P527
Q1318848,Q2283,P361-P527
Q1318848,Q2283,P463-P112
Q1342041,Q380,P361-P527
Q1373493,Q380,P361-P527
Q1373493,Q380,P361-P527
Q1318848,Q312,P31-P5869
Q1373493,Q2283,P361-P527
Q1285819,Q312,P31-P5869
Q1342041,Q2283,P361-P527
Q1285819,Q2283,P361-P527
Q2103926,Q483915,P361-P527
Q1852556,Q445007,P452-P527
Q2103926,Q898208,P361-P527
Q2304693,Q338825,P361-P527
Q1852556,Q338825,P361-P527
Q1852556,Q663596,P127-P1830
Q1852556,Q1159256,P127-P1830
Q2103926,Q338825,P361-P527
Q2103926,Q470517,P361-P527
Q1786345,Q338825,P361-P527
Q2103926,Q66,P361-P527
Q2103926,Q467752,P361-P527
Q1852556,Q467752,P127-P1830
Q1852556,Q219635,P127-P127
Q1852556,Q219635,P127-P127
Q2103926,Q248,P361-P527
Q1852556,Q219508,P127-P1830
Q1852556,Q248,P127-P1830
Q1786345,Q7414,P361-P527
Q2103926,Q7414,P361-P527
Q2103926,Q7414,P361-P527
Q1852556,Q334800,P127-P1830
Q1852556,Q7414,P361-P527
Q1852556,Q7414,P127-P1830
Q2304693,Q7414,P361-P527
Q1852556,Q38076,P361-P527
Q1852556,Q38076,P31-P5869
Q1786345,Q38076,P361-P527
Q1786345,Q38076,P31-P5869
Q2103926,Q247489,P361-P527
Q1852556,Q194360,P127-P1830
Q1570773,Q38076,P31-P5869
Q2103926,Q38076,P361-P527
Q2103926,Q38076,P361-P527
Q2103926,Q38076,P31-P5869
Q2103926,Q334204,P361-P527
Q2304693,Q334204,P361-P527
Q2304693,Q38076,P31-P5869
Q2103926,Q194360,P361-P527
Q2304693,Q38076,P361-P527
Q2103926,Q941127,P361-P527
Q2103926,Q193326,P361-P527
Q2103926,Q459965,P361-P527
Q1852556,Q744149,P127-P1830
Q1852556,Q334204,P361-P527
Q2103926,Q173395,P361-P527
Q1786345,Q334204,P361-P527
Q1852556,Q37156,P127-P1830
Q2103926,Q37156,P361-P527
Q1852556,Q3295867,P127-P1830
Q2103926,Q319642,P361-P527
Q2103926,Q3295867,P361-P527
Q1852556,Q333718,P127-P1830
Q2103926,Q864407,P361-P527
Q1852556,Q212405,P127-P1830
Q2103926,Q212405,P361-P527
Q2103926,Q333718,P361-P527
Q1852556,Q156238,P127-P1830
Q2103926,Q328840,P361-P527
Q2103926,Q483551,P361-P527
Q1570773,Q483551,P355-P127
Q1570773,Q483551,P1830-P127
Q1852556,Q907311,P127-P1830
Q2103926,Q192314,P361-P527
Q1852556,Q19900,P127-P1830
Q1852556,Q192314,P127-P1830
Q1786345,Q2283,P361-P527
Q2103926,Q380,P361-P527
Q2103926,Q380,P361-P527
Q1852556,Q312,P127-P1830
Q1852556,Q20800404,P127-P1830
Q1852556,Q380,P361-P527
Q1852556,Q380,P361-P527
Q1786345,Q380,P361-P527
Q1786345,Q312,P31-P5869
Q2103926,Q312,P361-P527
Q2103926,Q312,P31-P5869
Q1852556,Q312,P31-P5869
Q1852556,Q3884,P127-P1830
Q2304693,Q380,P361-P527
Q2304693,Q380,P361-P527
Q2304693,Q312,P31-P5869
Q1852556,Q2283,P361-P527
Q1852556,Q2283,P127-P1830
Q1852556,Q182477,P127-P1830
Q1570773,Q312,P31-P5869
Q2304693,Q2283,P361-P527
Q2103926,Q2283,P361-P527
Q2103926,Q2283,P361-P527
Q3295867,Q483915,P361-P527
Q2744099,Q1113804,P361-P527
Q3295867,Q898208,P361-P527
Q2744099,Q338825,P361-P527
Q2744099,Q11463,P361-P527
Q3295867,Q1159256,P127-P1830
Q2743863,Q338825,P361-P527
Q3295867,Q663596,P127-P1830
Q2357515,Q338825,P361-P527
Q2861324,Q338825,P361-P527
Q3295867,Q338825,P361-P527
Q3295867,Q467752,P361-P527
Q3295867,Q66,P361-P527
Q3295867,Q467752,P127-P1830
Q3295867,Q470517,P361-P527
Q3295867,Q248,P127-P1830
Q3295867,Q248,P361-P527
Q3295867,Q219635,P127-P127
Q3295867,Q219635,P127-P127
Q2744099,Q544847,P361-P527
Q3295867,Q219508,P127-P1830
Q2743863,Q7414,P361-P527
Q2744099,Q7414,P361-P527
Q3295867,Q7414,P127-P1830
Q2861324,Q7414,P361-P527
Q2744099,Q334800,P361-P527
Q3295867,Q7414,P361-P527
Q3295867,Q7414,P361-P527
Q2357515,Q7414,P361-P527
Q3295867,Q334800,P127-P1830
Q3295867,Q334800,P1344-P710
Q2744099,Q38076,P361-P527
Q2744099,Q38076,P31-P5869
Q2743863,Q38076,P361-P527
Q2743863,Q38076,P31-P5869
Q2357515,Q38076,P361-P527
Q2357515,Q38076,P31-P5869
Q3295867,Q194360,P127-P1830
Q3295867,Q194360,P127-P1830
Q3295867,Q194360,P361-P527
Q3295867,Q247489,P361-P527
Q2861324,Q38076,P361-P527
Q2861324,Q38076,P31-P5869
Q3295867,Q38076,P361-P527
Q3295867,Q38076,P361-P527
Q3295867,Q193326,P361-P527
Q2357515,Q334204,P361-P527
Q3295867,Q334204,P361-P527
Q3295867,Q941127,P361-P527
Q2743863,Q334204,P361-P527
Q2744099,Q334204,P361-P527
Q2861324,Q334204,P361-P527
Q3295867,Q744149,P127-P1830
Q3295867,Q744149,P127-P1830
Q3295867,Q459965,P361-P527
Q2861324,Q37156,P463-P527
Q2744099,Q173395,P361-P527
Q3295867,Q319642,P361-P527
Q3295867,Q37156,P127-P1830
Q3295867,Q37156,P127-P1830
Q3295867,Q173395,P361-P527
Q3295867,Q37156,P361-P527
Q2744099,Q3511885,P361-P527
Q3295867,Q212405,P127-P1830
Q3295867,Q212405,P361-P527
Q3295867,Q2103926,P361-P527
Q2744099,Q715583,P361-P527
Q3295867,Q864407,P361-P527
Q3295867,Q333718,P127-P1830
Q3295867,Q333718,P361-P527
Q3295867,Q907311,P127-P1830
Q3295867,Q156238,P127-P1830
Q3295867,Q328840,P361-P527
Q3295867,Q192314,P127-P1830
Q3295867,Q483551,P361-P527
Q3295867,Q20800404,P127-P1830
Q3295867,Q192314,P361-P527
Q3295867,Q19900,P127-P1830
Q2744099,Q478214,P361-P527
Q2743863,Q380,P361-P527
Q2743863,Q380,P361-P527
Q2744099,Q555925,P361-P527
Q2744099,Q20800404,P361-P527
Q3295867,Q217583,P127-P127
Q2861324,Q380,P361-P527
Q2744099,Q380,P361-P527
Q2744099,Q380,P361-P527
Q2744099,Q312,P361-P527
Q2744099,Q312,P31-P5869
Q2861324,Q2283,P361-P527
Q2743863,Q312,P31-P5869
Q2861324,Q312,P31-P5869
Q2357515,Q380,P361-P527
Q3295867,Q2283,P127-P1830
Q2744099,Q182477,P361-P527
Q3295867,Q2283,P361-P527
Q3295867,Q2283,P361-P527
Q3295867,Q3884,P127-P1830
Q3295867,Q312,P127-P1830
Q2744099,Q3884,P361-P527
Q3295867,Q380,P361-P527
Q3295867,Q380,P361-P527
Q2357515,Q312,P31-P5869
Q2744099,Q2283,P361-P527
Q2744099,Q2283,P361-P527
Q2357515,Q2283,P361-P527
Q3295867,Q312,P361-P527
Q2743863,Q2283,P361-P527
Q3295867,Q182477,P127-P1830
Q3511885,Q1113804,P361-P527
Q3511885,Q11463,P361-P527
Q3511885,Q338825,P361-P527
Q7248721,Q338825,P361-P527
Q3511885,Q219635,P127-P127
Q3511885,Q219635,P749-P127
Q3511885,Q544847,P361-P527
Q3511885,Q7414,P361-P527
Q3511885,Q334800,P361-P527
Q7248721,Q7414,P361-P527
Q7248721,Q38076,P361-P527
Q7248721,Q38076,P31-P5869
Q3511885,Q38076,P361-P527
Q3511885,Q38076,P31-P5869
Q7128508,Q38076,P31-P5869
Q3511885,Q334204,P361-P527
Q7248721,Q334204,P361-P527
Q7248721,Q193326,P3320-P108
Q3511885,Q173395,P361-P527
Q7128508,Q37156,P463-P527
Q3511885,Q715583,P361-P527
Q3511885,Q192314,P127-P127
Q3511885,Q380,P361-P527
Q3511885,Q380,P361-P527
Q3511885,Q380,P361-P527
Q3511885,Q555925,P361-P527
Q3295867,Q380,P3320-P1416
Q7248721,Q380,P361-P527
Q3511885,Q20800404,P361-P527
Q3511885,Q3884,P361-P527
Q3511885,Q182477,P361-P527
Q7128508,Q312,P31-P5869
Q3511885,Q312,P361-P527
Q3511885,Q312,P31-P5869
Q3511885,Q478214,P361-P527
Q7248721,Q312,P31-P5869
Q3511885,Q2283,P361-P527
Q3511885,Q2283,P361-P527
Q7248721,Q2283,P361-P527
Q18674747,Q1113804,P361-P527
Q18674747,Q11463,P361-P527
Q14662364,Q1159256,P127-P1830
Q18674747,Q663596,P127-P1830
Q18674747,Q1159256,P127-P1830
Q14662364,Q338825,P361-P527
Q7455653,Q338825,P361-P527
Q14662364,Q663596,P127-P1830
Q16983765,Q338825,P361-P527
Q18674747,Q338825,P361-P527
Q20183163,Q338825,P361-P527
Q14662364,Q467752,P127-P1830
Q18674747,Q467752,P127-P1830
Q18674747,Q248,P127-P1830
Q18674747,Q544847,P361-P527
Q14662364,Q248,P127-P1830
Q18674747,Q219635,P127-P127
Q18674747,Q219635,P127-P127
Q14662364,Q219508,P127-P1830
Q18674747,Q219508,P127-P1830
Q14662364,Q219635,P127-P127
Q14662364,Q219635,P127-P127
Q7455653,Q7414,P361-P527
Q20183163,Q7414,P361-P527
Q14662364,Q7414,P361-P527
Q14662364,Q7414,P127-P1830
Q18674747,Q7414,P361-P527
Q18674747,Q7414,P127-P1830
Q16983765,Q7414,P361-P527
Q18674747,Q334800,P361-P527
Q18674747,Q334800,P127-P1830
Q14662364,Q38076,P361-P527
Q14662364,Q38076,P31-P5869
Q18674747,Q38076,P361-P527
Q18674747,Q38076,P31-P5869
Q14662364,Q334800,P127-P1830
Q20183163,Q38076,P361-P527
Q20183163,Q38076,P31-P5869
Q18674747,Q194360,P127-P1830
Q14662364,Q194360,P127-P1830
Q14662364,Q306764,P807-P807
Q14662364,Q306764,P3320-P108
Q14662364,Q306764,P169-P108
Q7455653,Q38076,P361-P527
Q7455653,Q38076,P31-P5869
Q16983765,Q38076,P361-P527
Q16983765,Q38076,P31-P5869
Q18674747,Q334204,P361-P527
Q7455653,Q334204,P361-P527
Q16983765,Q334204,P361-P527
Q14662364,Q334204,P361-P527
Q20183163,Q334204,P361-P527
Q14662364,Q744149,P127-P1830
Q14662364,Q459965,P3320-P108
Q14662364,Q459965,P3320-P1416
Q14662364,Q37156,P127-P1830
Q18674747,Q37156,P127-P1830
Q18674747,Q744149,P127-P1830
Q18674747,Q173395,P361-P527
Q18674747,Q3511885,P361-P527
Q14662364,Q3295867,P127-P1830
Q18674747,Q3295867,P127-P1830
Q14662364,Q212405,P127-P1830
Q14662364,Q212405,P3320-P108
Q14662364,Q333718,P127-P1830
Q18674747,Q212405,P127-P1830
Q18674747,Q333718,P127-P1830
Q14662364,Q156238,P127-P1830
Q18674747,Q156238,P127-P1830
Q18674747,Q715583,P361-P527
Q18674747,Q907311,P127-P1830
Q14662364,Q907311,P127-P1830
Q14662364,Q192314,P127-P1830
Q14662364,Q19900,P127-P1830
Q18674747,Q192314,P127-P1830
Q14662364,Q20800404,P127-P1830
Q14662364,Q380,P361-P527
Q14662364,Q380,P361-P527
Q18674747,Q20800404,P361-P527
Q7455653,Q380,P361-P527
Q7455653,Q380,P361-P527
Q7455653,Q312,P31-P5869
Q18674747,Q555925,P361-P527
Q18674747,Q19900,P127-P1830
Q18674747,Q478214,P361-P527
Q16983765,Q380,P361-P527
Q18674747,Q20800404,P127-P1830
Q14662364,Q3884,P127-P1830
Q14662364,Q2283,P361-P527
Q14662364,Q2283,P127-P1830
Q14662364,Q182477,P127-P1830
Q16983765,Q312,P31-P5869
Q18674747,Q3884,P361-P527
Q18674747,Q3884,P127-P1830
Q16983765,Q2283,P361-P527
Q18674747,Q312,P361-P527
Q18674747,Q312,P127-P1830
Q18674747,Q312,P31-P5869
Q18674747,Q2283,P361-P527
Q18674747,Q2283,P361-P527
Q18674747,Q2283,P127-P1830
Q20183163,Q312,P31-P5869
Q18674747,Q182477,P361-P527
Q18674747,Q182477,P127-P1830
Q18674747,Q380,P361-P527
Q18674747,Q380,P361-P527
Q18674747,Q380,P361-P527
Q14662364,Q312,P127-P1830
Q14662364,Q312,P31-P5869
Q20183163,Q380,P361-P527
Q20183163,Q380,P361-P527
Q7455653,Q2283,P361-P527
Q89368734,Q483915,P361-P527
Q20183163,Q2283,P361-P527
Q20800404,Q1113804,P361-P527
Q89368734,Q898208,P361-P527
Q20800404,Q11463,P361-P527
Q20800404,Q663596,P3320-P108
Q20800404,Q663596,P3320-P1416
Q89368734,Q470517,P361-P527
Q20800404,Q338825,P361-P527
Q20800404,Q1159256,P127-P1830
Q20800404,Q663596,P127-P1830
Q89368734,Q467752,P361-P527
Q89368734,Q66,P361-P527
Q89368734,Q66,P3320-P108
Q89368734,Q338825,P361-P527
Q20800404,Q467752,P127-P1830
Q20800404,Q544847,P361-P527
Q89368734,Q248,P361-P527
Q20800404,Q219508,P127-P1830
Q20800404,Q7414,P127-P1830
Q20800404,Q7414,P361-P527
Q89368734,Q7414,P361-P527
Q89368734,Q7414,P361-P527
Q20800404,Q219635,P127-P127
Q20800404,Q248,P127-P1830
Q20800404,Q219635,P127-P127
Q20800404,Q334800,P361-P527
Q89368734,Q247489,P361-P527
Q20800404,Q334204,P361-P527
Q20800404,Q334800,P127-P1830
Q20800404,Q194360,P127-P1830
Q20800404,Q38076,P361-P527
Q89368734,Q38076,P361-P527
Q89368734,Q38076,P361-P527
Q89368734,Q38076,P31-P5869
Q20800404,Q193326,P3320-P108
Q20800404,Q744149,P127-P1830
Q89368734,Q193326,P361-P527
Q89368734,Q459965,P361-P527
Q89368734,Q941127,P361-P527
Q89368734,Q194360,P361-P527
Q20800404,Q38076,P31-P5869
Q89368734,Q37156,P361-P527
Q20800404,Q3295867,P127-P1830
Q20800404,Q3511885,P361-P527
Q89368734,Q334204,P361-P527
Q20800404,Q173395,P361-P527
Q89368734,Q173395,P361-P527
Q89368734,Q319642,P361-P527
Q89368734,Q212405,P361-P527
Q89368734,Q2103926,P361-P527
Q20800404,Q715583,P361-P527
Q89368734,Q3295867,P361-P527
Q20800404,Q37156,P127-P1830
Q20800404,Q212405,P127-P1830
Q89368734,Q333718,P361-P527
Q20800404,Q333718,P127-P1830
Q20800404,Q907311,P127-P1830
Q89368734,Q328840,P361-P527
Q20800404,Q156238,P127-P1830
Q89368734,Q864407,P361-P527
Q89368734,Q483551,P361-P527
Q89368734,Q14662364,P3320-P1416
Q89368734,Q192314,P361-P527
Q20800404,Q907311,P361-P527
Q20800404,Q380,P361-P527
Q20800404,Q380,P361-P527
Q20800404,Q380,P361-P527
Q20800404,Q380,P361-P527
Q89368734,Q380,P361-P527
Q89368734,Q380,P361-P527
Q20800404,Q478214,P112-P3438
Q20800404,Q478214,P127-P3438
Q20800404,Q19900,P127-P1830
Q89368734,Q2283,P361-P527
Q89368734,Q2283,P361-P527
Q20800404,Q3884,P3320-P108
Q89368734,Q312,P31-P5869
Q89368734,Q312,P361-P527
Q20800404,Q182477,P361-P527
Q20800404,Q182477,P127-P1830
Q20800404,Q192314,P127-P1830
Q20800404,Q478214,P3320-P3438
Q20800404,Q478214,P361-P527
Q20800404,Q555925,P361-P527
Q20800404,Q3884,P361-P527
Q20800404,Q3884,P127-P1830
Q20800404,Q3884,P361-P527
Q20800404,Q2283,P361-P527
Q20800404,Q2283,P361-P527
Q20800404,Q2283,P127-P1830
Q20800404,Q2283,P361-P527
Q20800404,Q312,P127-P108
Q20800404,Q312,P361-P527
Q20800404,Q312,P127-P1830
Q20800404,Q312,P31-P5869
Q20800404,Q312,P361-P527
Q66,Q219635,P127
Q248,Q219635,P127
Q7240,Q219635,P127
Q11463,Q219635,P127
Q193412,Q219635,P127
Q206921,Q219635,P127
Q214763,Q219635,P127
Q467752,Q219635,P127
Q663596,Q219635,P127
Q18674747,Q219635,P127
Q312,Q219635,P127
Q380,Q219635,P127
Q2283,Q219635,P127
Q3884,Q219635,P127
Q7414,Q219635,P127
Q35476,Q219635,P127
Q38076,Q219635,P127
Q54173,Q219635,P127
Q128896,Q219635,P127
Q173395,Q219635,P127
Q182477,Q219635,P127
Q192314,Q219635,P127
Q193326,Q219635,P127
Q194360,Q219635,P127
Q212405,Q219635,P127
Q219508,Q219635,P127
Q247489,Q219635,P127
Q328840,Q219635,P127
Q333718,Q219635,P127
Q334204,Q219635,P127
Q334800,Q219635,P127
Q459965,Q219635,P127
Q483551,Q219635,P127
Q487907,Q219635,P127
Q715583,Q219635,P127
Q744149,Q219635,P127
Q864407,Q219635,P127
Q1852556,Q219635,P127
Q3295867,Q219635,P127
Q14662364,Q219635,P127
Q217583,Q194360,P1830
Q14662364,Q306764,P807
Q380,Q193326,P1951
Q217583,Q744149,P1830
Q217583,Q37156,P1830
Q217583,Q3295867,P1830
Q306764,Q14662364,P156
Q334204,Q907311,P1830
Q37156,Q217583,P127
Q194360,Q217583,P127
Q487907,Q217583,P127
Q744149,Q217583,P127
Q3295867,Q217583,P127
Q312,Q217583,P127
